fact_id,service_id,hotel_id,room_id,booking_id,guest_id,channel_id,employee_id,sales_date,sales
5994,37,1,23,1,102808,3,5,2022-05-05,100
5995,72,3,86,2,146153,3,5,2022-08-26,100
5996,48,1,1,3,26197,8,1,2022-07-17,100
5997,36,4,138,4,116565,4,5,2022-11-15,100
5998,74,2,42,5,37217,2,4,2022-09-16,100
5999,73,3,117,6,32362,6,4,2022-07-12,100
6000,47,4,179,7,31701,2,5,2022-08-12,100
6001,4,3,88,8,74213,2,4,2022-12-25,100
6002,58,4,154,9,2896,2,4,2022-06-27,100
6003,2,2,45,10,93650,4,5,2022-07-05,100
6004,76,2,78,11,144272,7,4,2022-10-14,100
6005,12,4,160,12,119645,4,2,2022-10-03,100
6006,58,1,2,13,18138,1,2,2022-08-17,100
6007,59,1,26,14,92720,4,2,2022-07-14,100
6008,25,3,99,15,142469,5,4,2022-06-03,100
6009,46,4,153,16,56268,5,3,2022-05-22,100
6010,70,2,73,17,102610,7,1,2022-09-14,100
6011,53,2,69,18,103150,3,3,2022-12-07,100
6012,1,1,23,19,84254,4,1,2022-08-10,100
6013,32,1,31,20,24385,4,1,2022-11-13,100
6014,12,2,42,21,94250,4,4,2023-01-25,100
6015,21,4,150,22,122426,2,5,2022-11-28,100
6016,10,3,96,23,134626,1,4,2022-08-23,100
6017,39,1,2,24,102867,2,1,2022-09-24,100
6018,46,2,77,25,31494,2,3,2022-05-08,100
6019,30,4,174,26,85387,4,5,2023-01-11,100
6020,38,1,11,27,45048,1,1,2022-05-28,100
6021,70,3,116,28,111909,5,3,2023-02-24,100
6022,76,4,140,29,112029,6,4,2022-10-20,100
6023,56,1,26,30,101202,2,3,2022-09-25,100
6024,16,2,46,31,146814,7,5,2022-10-11,100
6025,61,3,111,32,135212,4,4,2022-07-09,100
6026,25,1,19,33,9540,1,4,2022-07-24,100
6027,76,4,167,34,106312,3,5,2023-02-28,100
6028,1,1,33,35,144522,6,1,2022-07-21,100
6029,1,2,76,36,131704,3,3,2022-08-19,100
6030,42,4,172,37,83150,7,2,2022-04-14,100
6031,25,4,166,38,147650,4,1,2022-05-04,100
6032,34,3,114,39,106019,2,5,2022-07-16,100
6033,33,4,172,40,60056,5,3,2023-01-08,100
6034,69,2,67,41,97859,6,1,2022-10-29,100
6035,4,2,63,42,25093,2,3,2022-05-22,100
6036,79,2,45,43,8675,3,2,2022-09-13,100
6037,3,2,61,44,113238,2,4,2022-03-10,100
6038,76,2,46,45,44185,8,1,2022-10-26,100
6039,66,4,137,46,15475,6,3,2022-12-19,100
6040,44,1,13,47,58809,8,4,2022-10-31,100
6041,20,2,60,48,70148,1,3,2022-04-14,100
6042,55,2,75,49,82897,4,1,2022-12-11,100
6043,10,1,27,50,51916,8,2,2022-06-17,100
6044,39,3,104,51,548,8,3,2022-10-11,100
6045,46,1,34,52,108295,4,5,2022-10-02,100
6046,38,1,18,53,53174,5,2,2022-04-22,100
6047,17,3,103,54,142721,6,4,2022-12-31,100
6048,78,2,69,55,45779,8,3,2022-10-16,100
6049,69,4,172,56,75012,3,2,2022-05-04,100
6050,20,4,152,57,59384,8,3,2023-01-11,100
6051,42,4,127,58,111607,2,4,2022-04-04,100
6052,69,2,70,59,127865,3,3,2022-10-06,100
6053,32,4,125,60,97819,8,2,2022-12-05,100
6054,25,4,138,61,56903,2,1,2022-07-10,100
6055,34,4,175,62,47228,7,3,2023-01-25,100
6056,32,3,96,63,38777,8,4,2022-10-27,100
6057,35,4,157,64,72675,2,1,2022-10-27,100
6058,28,1,31,65,33685,1,2,2022-12-01,100
6059,45,4,125,66,52110,5,1,2022-11-20,100
6060,77,4,175,67,72128,5,5,2022-12-05,100
6061,41,3,114,68,30219,8,5,2023-01-22,100
6062,19,3,87,69,105097,7,2,2022-11-12,100
6063,45,1,23,70,10606,1,5,2022-08-24,100
6064,9,1,36,71,145867,6,4,2022-07-10,100
6065,1,2,74,72,7444,2,3,2022-06-08,100
6066,17,4,173,73,107596,8,3,2023-02-13,100
6067,53,3,116,74,15212,3,5,2023-02-20,100
6068,8,3,100,75,23747,2,3,2022-04-12,100
6069,10,4,139,76,40078,2,5,2022-11-29,100
6070,53,3,81,77,35316,7,2,2022-05-03,100
6071,62,2,45,78,145020,1,3,2022-10-30,100
6072,68,1,10,79,145426,5,4,2022-07-21,100
6073,25,4,153,80,89811,2,4,2022-12-16,100
6074,20,1,2,81,115693,6,1,2023-01-17,100
6075,52,1,26,82,46217,1,2,2022-11-30,100
6076,71,3,91,83,46596,3,3,2022-05-07,100
6077,72,4,123,84,36191,8,1,2022-06-22,100
6078,46,2,77,85,69752,3,2,2022-11-27,100
6079,5,3,104,86,113989,3,4,2022-11-09,100
6080,15,4,142,87,42582,1,5,2023-01-29,100
6081,53,1,13,88,51501,6,1,2022-03-11,100
